,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
231,calvin bassey_1999_fulham,Calvin Bassey,NGA,Calvin,Bassey,DF,,Fulham,Premier League,23,1999,25.6,0,1,1,6,1,0.0,0.4,15,62,4,1,5,1,20.0,0.20,1.00,0.3,0.3,0.07,+0.7,1440,86.0,9421,483,94.0,787,92.0,141,57.3,0.2,0.0,1,80,2,0,0,3,15,2,49,29,33,15,1,21,29,72.4,32,11,28,77,84,4,1901,305,1054,830,37,9,14,11,78.6,14.3,1179,3035,11,2,8,15,11,2,171,30,54.5
232,alessandro bastoni_1999_inter,Alessandro Bastoni,ITA,Alessandro,Bastoni,DF,,Inter,Serie A,24,1999,25.2,3,4,1,5,0,3.4,4.6,63,142,77,1,15,6,40.0,0.07,0.17,1.2,1.2,0.08,-0.2,1671,86.4,10473,671,93.7,765,91.7,211,67.6,3.1,-0.4,22,135,35,14,1,76,63,6,46,33,31,12,3,26,40,65.0,25,11,23,69,48,1,2127,209,769,986,388,35,19,10,52.6,42.1,1434,4361,66,6,10,31,31,0,119,37,56.1
233,simone bastoni_1996_empoli,Simone Bastoni,ITA,Simone,Bastoni,MF,DF,Empoli,Serie A,26,1996,8.3,0,1,1,3,0,0.5,0.9,12,31,26,1,7,1,14.3,0.14,1.00,0.4,0.4,0.06,+0.6,246,68.3,1653,116,82.3,93,76.9,28,40.6,1.0,-0.5,12,25,6,2,2,36,22,0,22,13,12,7,3,11,22,50.0,8,0,11,33,18,0,464,29,123,216,132,12,9,4,44.4,55.6,206,465,11,0,9,17,13,0,37,8,42.1
234,augusto batalla_1996_granada,Augusto Batalla,ARG,Augusto,Batalla,GK,,Granada,La Liga,27,1996,17.0,0,0,0,3,0,0.0,0.0,0,1,1,0,1,0,0.0,0.00,0,0.0,0.0,0.02,0.0,445,64.6,11262,73,100.0,196,99.0,176,42.3,0.1,0.0,1,26,0,0,0,0,6,0,0,0,0,0,0,0,1,0.0,0,0,0,0,10,2,734,581,719,14,2,2,3,3,100.0,0.0,408,1348,0,0,0,0,2,0,28,3,100.0
235,daniel batz_1991_mainz 05,Daniel Batz,GER,Daniel,Batz,GK,,Mainz 05,Bundesliga,32,1991,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,104,68.0,2094,18,94.7,53,96.4,33,41.8,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,166,124,162,4,0,0,0,0,0,0,84,265,0,0,0,0,0,0,5,1,100.0
236,maximilian bauer_2000_augsburg,Maximilian Bauer,GER,Maximilian,Bauer,DF,,Augsburg,Bundesliga,23,2000,9.0,0,1,1,3,0,0.0,1.4,2,25,1,1,4,1,25.0,0.25,1.00,1.4,1.4,0.34,-0.4,423,86.2,2619,146,91.8,240,90.6,30,54.5,0.1,0.0,0,28,0,0,0,1,4,0,19,12,13,4,2,9,17,52.9,14,8,11,30,30,1,586,56,312,238,38,5,3,2,66.7,33.3,350,896,4,0,0,13,11,0,27,17,50.0
237,elias baum_2005_eint frankfurt,Elias Baum,GER,Elias,Baum,DF,MF,Eint Frankfurt,Bundesliga,17,2005,0.3,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0.0,13,76.5,76,7,77.8,6,75.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,1,1,0,26,2,7,18,1,0,2,0,0.0,100.0,13,21,0,0,1,1,0,0,0,0,0
238,oliver baumann_1990_hoffenheim,Oliver Baumann,GER,Oliver,Baumann,GK,,Hoffenheim,Bundesliga,33,1990,34.0,1,1,0,1,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1055,74.7,21712,217,99.1,508,99.0,318,47.9,0.1,+0.8,2,24,2,0,0,0,6,1,1,1,1,0,0,1,2,50.0,0,0,0,1,19,2,1521,1225,1492,31,0,0,0,0,0,0,817,2092,0,0,0,1,6,0,102,4,80.0
239,christoph baumgartner_1999_rb leipzig,Christoph Baumgartner,AUT,Christoph,Baumgartner,MF,FW,RB Leipzig,Bundesliga,23,1999,12.9,1,6,5,3,0,1.6,5.2,36,47,86,5,31,11,35.5,0.16,0.45,3.7,3.7,0.12,+1.3,340,74.6,1244,189,80.1,112,81.8,14,53.8,1.6,-0.6,16,31,12,1,4,8,45,5,26,13,10,12,4,14,38,36.8,20,1,5,31,14,0,662,17,94,305,275,67,37,18,48.6,40.5,390,1252,31,13,28,27,27,1,40,20,40.8
240,bebé_1990_rayo vallecano,Bebé,CPV,Bebé,,MF,FW,Rayo Vallecano,La Liga,33,1990,2.4,0,2,1,1,0,0.2,0.9,17,6,24,2,15,4,26.7,0.07,0.25,1.4,0.7,0.04,+0.3,63,60.6,323,32,74.4,21,70.0,9,33.3,0.5,-0.2,3,5,4,3,0,28,8,0,2,2,1,1,0,1,5,20.0,1,0,0,2,0,0,145,2,8,55,88,7,22,12,54.5,40.9,85,390,10,5,3,0,2,3,12,1,20.0
241,ihlas bebou_1994_hoffenheim,Ihlas Bebou,TOG,Ihlas,Bebou,FW,DF,Hoffenheim,Bundesliga,29,1994,18.2,5,12,7,3,0,2.6,7.5,42,38,145,7,38,14,36.8,0.18,0.50,4.9,4.9,0.13,+2.1,360,70.0,1476,208,79.4,106,67.1,20,58.8,3.0,+2.4,15,9,15,4,2,35,48,14,22,12,10,8,4,8,16,50.0,13,2,14,36,15,0,755,18,101,272,393,76,63,26,41.3,50.8,430,1052,36,22,25,24,21,7,60,32,41.6
242,mohamed bechikh_2005_strasbourg,Mohamed Bechikh,FRA,Mohamed,Bechikh,FW,MF,Strasbourg,Ligue 1,18,2005,0.2,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0.0,5,100.0,0,2,100.0,3,100.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,1,0,2,0,0.0,100.0,5,24,0,0,0,0,0,0,0,0,0
243,adrian beck_1997_heidenheim,Adrian Beck,GER,Adrian,Beck,MF,FW,Heidenheim,Bundesliga,26,1997,10.8,1,2,1,1,0,0.8,2.5,17,29,43,1,12,3,25.0,0.08,0.33,1.7,1.7,0.15,-0.7,311,72.2,1027,157,77.3,122,81.9,23,63.9,0.6,+0.2,11,25,5,0,2,6,29,4,22,13,8,12,2,9,24,37.5,17,0,4,26,15,0,560,12,96,304,169,31,34,21,61.8,38.2,314,702,12,0,18,14,10,2,76,18,40.9
244,owen beck_2002_liverpool,Owen Beck,WAL,Owen,Beck,DF,,Liverpool,Premier League,20,2002,0.1,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,3,75.0,1,2,66.7,1,100.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,8,0,3,4,2,0,1,0,0.0,100.0,4,1,0,0,0,0,0,0,0,0,0
245,sheraldo becker_1995_real sociedad,Sheraldo Becker,SUR,Sheraldo,Becker,FW,MF,Real Sociedad,La Liga,28,1995,8.6,2,4,2,1,0,1.8,3.2,28,13,87,2,21,9,42.9,0.10,0.22,1.4,1.4,0.07,+0.6,154,63.4,363,97,81.5,41,59.4,10,41.7,1.8,+0.2,8,1,10,3,0,46,19,5,2,2,0,2,0,0,1,0.0,3,0,1,3,0,0,300,0,13,85,207,42,8,4,50.0,37.5,178,591,9,8,5,11,5,6,27,5,29.4
246,sheraldo becker_1995_union berlin,Sheraldo Becker,SUR,Sheraldo,Becker,FW,MF,Union Berlin,Bundesliga,28,1995,7.2,1,1,0,0,0,1.8,2.6,32,20,73,0,16,4,25.0,0.00,0.00,0.8,0.8,0.05,-0.8,183,65.4,770,92,78.6,70,64.8,18,50.0,1.6,-0.8,12,15,12,7,0,57,28,4,3,3,0,2,1,0,2,0.0,2,0,0,3,2,0,347,6,33,112,208,24,14,6,42.9,57.1,198,737,17,7,4,6,5,4,48,0,0.0
247,chris bedia_1996_union berlin,Chris Bedia,CIV,Chris,Bedia,FW,MF,Union Berlin,Bundesliga,27,1996,1.6,0,1,1,0,0,0.2,0.4,1,1,6,1,3,1,33.3,0.33,1.00,0.2,0.2,0.07,+0.8,14,70.0,19,10,76.9,3,60.0,0,0,0.2,-0.2,3,0,0,0,0,0,4,0,2,1,0,2,0,0,1,0.0,3,0,0,2,2,0,40,2,2,17,23,8,2,2,100.0,0.0,23,31,1,1,1,7,2,0,2,3,30.0
248,donny van de beek_1997_manchester utd,Donny van de Beek,NED,Donny,van de Beek,DF,,Manchester Utd,Premier League,26,1997,0.0,0,0,0,0,0,0.1,0.2,0,0,1,0,1,0,0.0,0.00,0,0.0,0.0,0.04,0.0,1,100.0,0,1,100.0,0,0,0,0,0.0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,donny van de beek_1997_eint frankfurt,Donny van de Beek,NED,Donny,van de Beek,MF,FW,Eint Frankfurt,Bundesliga,26,1997,4.0,0,0,0,1,0,0.4,0.5,2,10,12,0,1,0,0.0,0.00,0,0.1,0.1,0.09,-0.1,109,78.4,365,67,89.3,30,78.9,3,50.0,0.6,-0.4,3,8,2,0,1,7,7,0,8,3,3,3,2,3,7,42.9,5,1,3,11,1,0,173,2,30,94,50,12,6,3,50.0,50.0,95,112,2,0,3,7,1,5,15,4,44.4
250,yanis begraoui_2001_toulouse,Yanis Begraoui,MAR,Yanis,Begraoui,FW,MF,Toulouse,Ligue 1,22,2001,3.3,0,0,0,0,0,0.1,0.5,9,8,30,0,8,4,50.0,0.00,0.00,0.4,0.4,0.05,-0.4,70,72.2,201,37,82.2,26,72.2,0,0.0,0.1,-0.1,2,8,1,0,0,5,7,1,5,3,1,3,1,3,9,33.3,4,0,5,10,5,0,149,5,20,69,65,15,9,7,77.8,22.2,113,266,6,2,6,5,7,1,13,4,33.3
251,kevin behrens_1991_wolfsburg,Kevin Behrens,GER,Kevin,Behrens,FW,,Wolfsburg,Bundesliga,32,1991,6.8,1,2,1,1,0,0.9,2.5,7,17,41,1,11,6,54.5,0.09,0.17,1.6,1.6,0.15,-0.6,112,64.0,251,63,67.7,36,75.0,3,33.3,0.9,+0.1,8,9,8,1,1,4,18,2,2,1,0,1,1,0,2,0.0,9,0,3,5,6,0,239,5,12,97,132,30,8,3,37.5,62.5,110,143,3,3,10,8,5,4,15,32,55.2
252,kevin behrens_1991_union berlin,Kevin Behrens,GER,Kevin,Behrens,FW,,Union Berlin,Bundesliga,32,1991,14.0,0,4,4,3,0,0.9,6.9,11,45,93,4,41,13,31.7,0.10,0.31,6.0,6.0,0.15,-2.0,215,64.0,842,116,71.6,67,69.1,22,64.7,1.2,-0.9,16,24,7,0,2,6,35,2,13,10,3,7,3,1,4,25.0,7,2,6,19,19,0,499,21,43,226,235,69,7,4,57.1,42.9,244,342,13,4,12,22,20,8,36,92,53.2
253,maximilian beier_2002_hoffenheim,Maximilian Beier,GER,Maximilian,Beier,FW,MF,Hoffenheim,Bundesliga,20,2002,26.9,1,17,16,0,0,2.4,13.8,61,30,224,16,82,39,47.6,0.20,0.41,11.4,11.4,0.14,+4.6,384,69.8,790,241,80.6,101,66.4,7,41.2,3.0,-1.4,24,7,27,9,4,38,76,10,20,12,5,11,4,4,19,21.1,21,1,9,29,12,0,872,14,61,315,505,145,87,33,37.9,51.7,547,1373,32,36,32,21,32,13,62,20,33.3
254,jérémie bela_1993_clermont foot,Jérémie Bela,ANG,Jérémie,Bela,MF,FW,Clermont Foot,Ligue 1,30,1993,2.3,0,0,0,0,0,0.1,0.3,14,10,33,0,6,2,33.3,0.00,0.00,0.2,0.2,0.04,-0.2,70,70.0,311,37,80.4,26,68.4,4,50.0,0.2,-0.1,3,7,3,1,0,14,7,0,1,1,0,1,0,1,3,33.3,1,0,0,1,1,0,121,3,7,59,58,3,7,4,57.1,42.9,94,340,9,0,3,0,4,0,8,1,25.0
255,reda belahyane_2004_hellas verona,Reda Belahyane,FRA,Reda,Belahyane,MF,,Hellas Verona,Serie A,19,2004,1.0,0,0,0,0,0,0.0,0.0,1,4,2,0,1,1,100.0,0.00,0.00,0.0,0.0,0.03,0.0,23,92.0,88,14,100.0,6,100.0,1,50.0,0.0,0.0,0,2,0,0,0,0,2,0,1,1,0,1,0,1,1,100.0,0,0,1,2,0,0,35,2,10,20,6,0,0,0,0,0,20,27,1,0,1,1,1,0,5,0,0
256,reda belahyane_2004_nice,Reda Belahyane,FRA,Reda,Belahyane,MF,,Nice,Ligue 1,19,2004,0.3,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,13,86.7,17,9,90.0,4,100.0,0,0,0.0,0.0,0,1,1,0,0,0,2,0,1,0,0,1,0,1,1,100.0,0,0,0,1,0,0,18,1,1,12,5,0,1,1,100.0,0.0,13,63,0,0,0,0,0,0,5,0,0
257,amari'i bell_1994_luton town,Amari'i Bell,JAM,Amari'i,Bell,DF,,Luton Town,Premier League,29,1994,19.1,0,0,0,0,0,0.5,0.7,32,76,10,0,2,2,100.0,0.00,0.00,0.3,0.3,0.13,-0.3,645,77.2,4470,324,87.1,270,85.7,44,40.7,0.4,-0.5,8,63,8,0,2,13,25,3,50,33,30,19,1,22,35,62.9,33,15,25,75,60,1,1070,101,480,486,117,5,27,10,37.0,55.6,584,2020,25,1,5,22,16,0,98,20,47.6
258,stefan bell_1991_mainz 05,Stefan Bell,GER,Stefan,Bell,DF,,Mainz 05,Bundesliga,31,1991,7.4,0,0,0,3,0,0.1,0.3,0,23,2,0,4,2,50.0,0.00,0.00,0.2,0.2,0.05,-0.2,297,80.3,2509,122,89.1,141,86.5,31,51.7,0.3,-0.1,1,16,3,1,0,1,5,1,8,8,7,1,0,4,8,50.0,7,5,6,14,30,0,431,51,231,182,20,8,2,2,100.0,0.0,223,336,1,0,1,10,8,1,38,24,51.1
259,alaa bellaarouch_2002_strasbourg,Alaa Bellaarouch,MAR,Alaa,Bellaarouch,GK,,Strasbourg,Ligue 1,21,2002,15.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,352,69.8,5681,63,100.0,189,96.4,97,40.8,0.0,0.0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,542,413,540,3,0,0,0,0,0,0,415,1282,1,1,0,0,3,0,18,4,100.0
260,raoul bellanova_2000_torino,Raoul Bellanova,ITA,Raoul,Bellanova,DF,,Torino,Serie A,23,2000,33.8,7,8,1,5,0,5.0,7.1,141,98,202,1,32,3,9.4,0.03,0.33,2.0,2.0,0.06,-1.0,1232,78.0,5976,601,89.0,488,80.4,109,57.4,4.5,+2.0,52,61,47,37,0,178,96,9,36,26,15,17,4,18,31,58.1,21,4,15,51,36,3,1871,57,403,812,678,60,98,43,43.9,35.7,1106,3913,57,17,23,14,53,2,127,30,48.4
261,jean-ricner bellegarde_1998_wolves,Jean-Ricner Bellegarde,FRA,Jean-Ricner,Bellegarde,MF,FW,Wolves,Premier League,25,1998,10.6,1,3,2,0,1,1.0,2.5,30,39,49,2,15,5,33.3,0.13,0.40,1.6,1.6,0.10,+0.4,241,76.8,786,144,89.4,76,77.6,14,48.3,0.8,0.0,12,17,7,0,1,30,30,2,17,10,9,6,2,7,15,46.7,18,2,8,25,14,0,478,25,86,201,199,30,39,17,43.6,43.6,268,880,28,5,19,10,24,2,41,8,23.5
262,jean-ricner bellegarde_1998_strasbourg,Jean-Ricner Bellegarde,FRA,Jean-Ricner,Bellegarde,MF,FW,Strasbourg,Ligue 1,25,1998,3.0,2,4,2,2,0,1.5,2.1,9,11,10,2,5,3,60.0,0.40,0.67,0.6,0.6,0.11,+1.4,67,69.8,298,30,78.9,32,74.4,5,50.0,1.1,+0.5,3,10,1,0,0,8,6,3,5,3,3,2,0,3,6,50.0,4,0,4,9,0,0,135,2,27,68,44,5,15,8,53.3,33.3,102,275,7,1,13,3,8,0,19,0,0.0
263,héctor bellerín_1995_betis,Héctor Bellerín,ESP,Héctor,Bellerín,DF,,Betis,La Liga,28,1995,19.0,1,1,0,0,1,1.6,1.7,32,81,80,0,2,0,0.0,0.00,0,0.2,0.2,0.08,-0.2,756,77.2,4836,407,86.8,297,78.0,31,42.5,1.2,-0.6,15,56,15,4,0,40,30,4,34,22,14,16,4,20,53,37.7,13,5,22,56,40,1,1170,53,349,544,286,24,48,17,35.4,62.5,580,1735,25,7,17,21,10,1,86,16,32.7
264,jude bellingham_2003_real madrid,Jude Bellingham,ENG,Jude,Bellingham,MF,,Real Madrid,La Liga,20,2003,25.7,6,25,18,5,1,5.3,15.6,85,196,177,19,62,34,54.8,0.29,0.53,11.1,10.3,0.17,+7.7,1363,88.3,4025,856,92.0,387,90.4,76,84.4,4.3,+0.7,48,137,45,3,18,21,99,13,42,34,14,18,10,12,36,33.3,55,5,21,63,17,0,1897,21,202,978,746,135,97,50,51.5,36.1,1235,3434,73,26,40,32,72,4,118,24,49.0
265,jeanuël belocian_2005_rennes,Jeanuël Belocian,FRA,Jeanuël,Belocian,DF,,Rennes,Ligue 1,18,2005,16.1,1,1,0,0,0,0.4,0.9,16,60,37,0,3,0,0.0,0.00,0,0.5,0.5,0.17,-0.5,759,88.1,4121,239,87.5,415,91.8,74,78.7,0.3,+0.6,6,57,3,1,0,13,15,1,32,22,23,8,1,22,28,78.6,18,10,13,45,49,0,1002,104,385,492,129,5,8,5,62.5,25.0,739,2252,24,0,4,12,15,0,69,10,50.0
266,andrea belotti_1993_fiorentina,Andrea Belotti,ITA,Andrea,Belotti,FW,,Fiorentina,Serie A,29,1993,10.5,0,3,3,0,0,0.7,4.4,10,15,60,3,33,9,27.3,0.09,0.33,3.7,3.7,0.11,-0.7,133,66.2,337,82,71.9,37,69.8,3,37.5,0.6,-0.7,5,7,4,1,1,4,25,1,8,3,1,5,2,5,12,41.7,8,1,2,10,3,0,302,6,14,135,156,47,6,1,16.7,50.0,158,237,4,4,13,15,22,7,16,39,47.6
267,andrea belotti_1993_roma,Andrea Belotti,ITA,Andrea,Belotti,FW,,Roma,Serie A,29,1993,7.5,2,5,3,1,0,1.2,3.6,15,8,49,3,15,8,53.3,0.20,0.38,2.4,2.4,0.16,+0.6,115,74.2,212,72,83.7,31,75.6,5,71.4,0.9,+0.8,8,2,1,0,1,4,23,6,8,4,2,3,3,3,6,50.0,7,0,2,10,3,0,238,3,17,116,107,34,15,7,46.7,40.0,160,350,9,6,12,14,25,8,15,14,38.9
268,fran beltrán_1999_celta vigo,Fran Beltrán,ESP,Fran,Beltrán,MF,,Celta Vigo,La Liga,24,1999,27.0,0,0,0,2,0,1.1,1.8,28,134,30,0,21,3,14.3,0.00,0.00,0.7,0.7,0.03,-0.7,1180,86.5,5360,602,90.9,473,90.1,64,61.5,1.7,-1.1,18,120,15,2,4,19,49,3,56,32,22,23,11,24,63,38.1,28,2,18,74,34,0,1593,50,326,985,297,12,24,12,50.0,50.0,937,2041,33,2,20,28,16,2,160,13,28.3
269,lucas beltrán_2001_fiorentina,Lucas Beltrán,ARG,Lucas,Beltrán,FW,MF,Fiorentina,Serie A,22,2001,18.8,2,8,5,6,0,1.5,4.5,12,49,113,6,30,7,23.3,0.17,0.71,3.8,3.0,0.10,+2.0,360,78.4,1095,201,81.7,118,86.1,21,75.0,1.9,+0.5,25,25,19,0,4,7,56,10,27,14,4,18,5,11,20,55.0,29,3,2,29,11,0,668,16,49,280,342,88,31,12,38.7,54.8,384,542,10,6,31,24,28,4,50,22,27.5
270,eliesse ben seghir_2005_monaco,Eliesse Ben Seghir,MAR,Eliesse,Ben Seghir,MF,FW,Monaco,Ligue 1,18,2005,4.8,1,3,2,0,1,0.5,1.3,26,21,56,2,14,4,28.6,0.14,0.50,0.8,0.8,0.06,+1.2,174,80.9,572,90,86.5,63,84.0,9,50.0,0.6,+0.5,5,14,6,1,2,13,20,5,9,6,2,5,2,3,7,42.9,6,0,2,11,2,0,291,3,25,128,144,24,26,6,23.1,65.4,241,682,19,6,8,6,19,1,19,5,38.5
271,anis ben slimane_2001_sheffield utd,Anis Ben Slimane,TUN,Anis,Ben Slimane,MF,,Sheffield Utd,Premier League,22,2001,4.7,0,0,0,2,0,0.3,1.1,3,12,21,0,8,3,37.5,0.00,0.00,0.8,0.8,0.10,-0.8,92,66.2,373,47,67.1,35,81.4,4,80.0,0.1,-0.3,3,6,2,0,1,0,12,0,11,6,5,2,4,4,10,40.0,7,1,5,16,7,0,216,15,46,108,65,12,17,2,11.8,76.5,109,168,8,3,12,7,6,2,35,7,28.0
272,wissam ben yedder_1990_monaco,Wissam Ben Yedder,FRA,Wissam,Ben Yedder,FW,,Monaco,Ligue 1,32,1990,25.7,2,18,15,2,0,4.3,15.9,52,96,229,16,63,29,46.0,0.24,0.52,12.4,11.6,0.18,+3.4,555,73.8,1881,345,80.2,149,71.0,22,66.7,5.7,-2.3,37,53,34,1,12,9,74,8,4,3,1,2,1,1,11,9.1,18,0,8,12,1,0,958,0,33,411,523,154,46,17,37.0,58.7,757,1391,31,23,39,11,20,32,72,15,34.9
273,carlos benavídez_1998_alavés,Carlos Benavídez,URU,Carlos,Benavídez,MF,,Alavés,La Liga,25,1998,12.6,1,4,3,5,0,0.5,1.5,9,60,5,3,14,7,50.0,0.21,0.43,1.0,1.0,0.07,+2.0,321,69.9,1863,147,82.1,130,73.0,37,44.0,0.7,+0.5,6,45,9,0,1,4,22,2,56,35,19,26,11,19,34,55.9,13,5,19,75,31,0,628,35,173,348,113,11,4,2,50.0,50.0,222,508,10,1,5,38,9,1,72,35,53.8
274,ismaël bennacer_1997_milan,Ismaël Bennacer,ALG,Ismaël,Bennacer,MF,,Milan,Serie A,25,1997,12.8,2,4,1,2,0,2.5,3.3,24,68,33,2,11,1,9.1,0.09,1.00,1.7,0.9,0.08,+0.1,711,86.9,2872,388,93.7,251,87.8,41,60.3,1.6,-0.5,17,66,11,3,7,32,38,3,29,19,11,16,2,11,22,50.0,12,4,12,41,9,2,943,20,158,556,240,15,30,17,56.7,33.3,554,1211,21,3,18,18,26,1,78,13,40.6
275,saïd benrahma_1995_west ham,Saïd Benrahma,ALG,Saïd,Benrahma,FW,MF,West Ham,Premier League,27,1995,6.9,1,1,0,1,0,1.4,2.5,28,28,70,0,18,5,27.8,0.00,0.00,1.8,1.0,0.06,-1.0,193,75.1,504,116,84.1,56,73.7,8,53.3,0.8,-0.4,11,11,11,2,5,17,26,1,8,4,5,3,0,4,15,26.7,8,0,5,13,7,0,355,11,65,128,168,35,38,14,36.8,55.3,238,790,17,15,8,5,6,1,43,1,16.7
276,saïd benrahma_1995_lyon,Saïd Benrahma,ALG,Saïd,Benrahma,FW,MF,Lyon,Ligue 1,27,1995,8.6,3,6,3,2,0,3.6,5.2,46,34,113,3,25,9,36.0,0.12,0.33,1.6,1.6,0.06,+1.4,238,68.2,1205,120,82.8,82,66.1,20,45.5,3.7,-0.6,23,16,21,11,2,67,38,4,9,7,1,6,2,5,7,71.4,7,0,1,10,3,0,447,5,47,141,266,36,35,18,51.4,45.7,350,1178,15,15,24,1,10,7,41,1,6.3
277,ramy bensebaini_1995_dortmund,Ramy Bensebaini,ALG,Ramy,Bensebaini,DF,,Dortmund,Bundesliga,28,1995,11.5,0,0,0,4,1,0.4,2.1,17,75,63,0,16,0,0.0,0.00,0,1.7,1.7,0.11,-1.7,702,82.5,3639,343,89.6,299,88.5,44,55.7,0.9,-0.4,6,62,9,1,1,21,26,3,34,21,21,11,2,24,34,70.6,22,7,16,50,37,0,1000,58,288,522,202,19,17,16,94.1,0.0,575,1200,22,1,3,15,29,0,84,18,58.1
278,nabil bentaleb_1994_lille,Nabil Bentaleb,ALG,Nabil,Bentaleb,MF,,Lille,Ligue 1,28,1994,21.9,3,3,0,7,0,0.9,1.2,11,136,17,0,10,2,20.0,0.00,0.00,0.4,0.4,0.04,-0.4,1248,85.8,6885,519,88.9,545,89.9,144,72.4,0.8,+2.1,14,147,9,0,4,6,38,5,49,32,29,18,2,22,43,51.2,33,12,37,86,33,0,1667,84,406,1120,155,6,19,14,73.7,21.1,1287,2066,28,1,18,23,18,0,142,24,64.9
279,rodrigo bentancur_1997_tottenham,Rodrigo Bentancur,URU,Rodrigo,Bentancur,MF,,Tottenham,Premier League,26,1997,11.2,1,2,1,7,0,0.5,2.4,16,72,31,1,18,4,22.2,0.06,0.25,1.9,1.9,0.11,-0.9,674,84.3,2610,384,90.1,244,86.5,29,70.7,1.1,+0.5,8,69,11,1,4,9,31,4,23,15,10,11,2,10,24,41.7,15,4,17,40,16,1,931,36,174,512,250,29,21,11,52.4,38.1,573,1148,22,2,19,20,17,0,54,14,38.9
280,daniel bentley_1993_wolves,Daniel Bentley,ENG,Daniel,Bentley,GK,,Wolves,Premier League,30,1993,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,96,66.7,1661,30,100.0,37,100.0,28,36.8,0.0,0.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,151,120,149,2,0,0,0,0,0,0,66,181,0,0,0,0,0,0,6,2,100.0
281,lucas beraldo_2003_paris s-g,Lucas Beraldo,BRA,Lucas,Beraldo,DF,,Paris S-G,Ligue 1,19,2003,11.2,0,1,1,4,1,0.2,1.2,7,44,2,1,5,2,40.0,0.20,0.50,1.0,1.0,0.20,0.0,867,89.6,5185,309,87.3,482,94.0,56,77.8,0.2,-0.2,4,65,2,0,1,2,14,1,22,14,14,8,0,10,25,40.0,15,6,20,42,25,0,1056,80,410,592,58,5,4,3,75.0,25.0,832,2168,22,0,2,12,13,0,63,15,50.0
282,domenico berardi_1994_sassuolo,Domenico Berardi,ITA,Domenico,Berardi,FW,,Sassuolo,Serie A,28,1994,15.9,3,12,4,6,0,3.0,5.6,38,83,123,9,46,19,41.3,0.09,0.21,6.5,2.6,0.06,+1.4,409,63.8,2265,185,76.8,140,68.6,73,52.1,2.5,0.0,27,48,29,6,8,72,64,5,17,8,7,9,1,2,21,9.5,17,0,13,30,9,0,829,9,67,340,430,63,28,11,39.3,50.0,496,1220,26,14,24,28,28,4,57,9,33.3
